N,P,K,pH,EC,OC,S,Zn,Fe,Cu,Mn,B,OM,Fertility
316,8.1,549,7.5234751742919075,0.5403472159201045,0.6086104894207807,4.904540583262658,0.6553031377592637,5.673387774628306,0.7842672649990066,10.500449224878471,0.23033338602009545,1.0442939787548275,1
316,8.1,549,7.52349589438549,0.5403407884236392,0.6085937847163492,4.8997901024598844,0.6556387132519211,5.676169484542841,0.7839654451589955,10.503770867694424,0.22968034583521513,1.0442590435257864,1
316,8.1,549,7.523516614479073,0.5403343609271739,0.6085770800119176,4.895039621657111,0.6559742887445784,5.678951194457376,0.7836636253189844,10.507092510510375,0.2290273056503348,1.0442241082967454,1
316,8.1,549,7.523537334572655,0.5403279334307086,0.608560375307486,4.890289140854338,0.6563098642372357,5.681732904371911,0.7833618054789733,10.510414153326328,0.22837426546545447,1.0441891730677042,1
317,8.1,549,7.523558054666238,0.5403215059342434,0.6085436706030544,4.885538660051565,0.656645439729893,5.684514614286446,0.7830599856389621,10.51373579614228,0.22772122528057415,1.044154237838663,1
317,8.1,549,7.523578774759821,0.5403150784377782,0.6085269658986228,4.880788179248792,0.6569810152225504,5.687296324200981,0.7827581657989509,10.517057438958233,0.22706818509569382,1.044119302609622,1
317,8.1,549,7.5235994948534035,0.5403086509413129,0.6085102611941912,4.8760376984460185,0.6573165907152076,5.6900780341155155,0.7824563459589398,10.520379081774184,0.2264151449108135,1.0440843673805809,1
317,8.1,549,7.523620214946987,0.5403022234448476,0.6084935564897596,4.871287217643245,0.6576521662078649,5.69285974403005,0.7821545261189287,10.523700724590137,0.22576210472593317,1.0440494321515397,1
317,8.1,549,7.523640935040569,0.5402957959483823,0.608476851785328,4.866536736840472,0.6579877417005222,5.695641453944586,0.7818527062789176,10.52702236740609,0.22510906454105284,1.0440144969224985,1
317,8.1,549,7.523661655134152,0.540289368451917,0.6084601470808964,4.861786256037699,0.6583233171931795,5.698423163859121,0.7815508864389065,10.530344010222041,0.2244560243561725,1.0439795616934575,1
317,8.1,549,7.523682375227735,0.5402829409554517,0.6084434423764647,4.857035775234926,0.6586588926858368,5.701204873773656,0.7812490665988953,10.533665653037993,0.22380298417129219,1.0439446264644163,1
318,8.1,550,7.523703095321317,0.5402765134589864,0.6084267376720333,4.852285294432153,0.658994468178494,5.703986583688191,0.780947246758884,10.536987295853946,0.22314994398641175,1.0439096912353751,1
318,8.1,550,7.5237238154149,0.5402700859625211,0.6084100329676017,4.847534813629379,0.6593300436711513,5.7067682936027255,0.780645426918873,10.540308938669899,0.22249690380153142,1.043874756006334,1
318,8.1,550,7.523744535508483,0.5402636584660558,0.60839332826317,4.842784332826606,0.6596656191638086,5.70955000351726,0.7803436070788619,10.54363058148585,0.2218438636166511,1.043839820777293,1
318,8.1,550,7.523765255602066,0.5402572309695906,0.6083766235587384,4.838033852023833,0.6600011946564659,5.712331713431795,0.7800417872388508,10.546952224301801,0.22119082343177077,1.0438048855482518,1
318,8.1,550,7.523785975695649,0.5402508034731253,0.6083599188543068,4.83328337122106,0.6603367701491232,5.715113423346331,0.7797399673988397,10.550273867117754,0.22053778324689044,1.0437699503192106,1
318,8.1,550,7.523806695789231,0.54024437597666,0.6083432141498752,4.828532890418287,0.6606723456417805,5.717895133260866,0.7794381475588285,10.553595509933707,0.2198847430620101,1.0437350150901694,1
318,8.1,550,7.523827415882814,0.5402379484801947,0.6083265094454436,4.823782409615514,0.6610079211344378,5.720676843175401,0.7791363277188172,10.556917152749659,0.21923170287712979,1.0437000798611284,1
318,8.1,550,7.523848135976397,0.5402315209837294,0.608309804741012,4.819031928812741,0.6613434966270951,5.723458553089936,0.7788345078788061,10.560238795565612,0.21857866269224946,1.0436651446320873,1
319,8.1,550,7.52386885606998,0.5402250934872641,0.6082931000365804,4.814281448009968,0.6616790721197524,5.72624026300447,0.778532688038795,10.563560438381563,0.21792562250736913,1.043630209403046,1
319,8.1,550,7.523889576163563,0.5402186659907988,0.6082763953321488,4.809530967207195,0.6620146476124097,5.729021972919005,0.778230868198784,10.566882081197516,0.2172725823224888,1.043595274174005,1
319,8.1,550,7.523910296257145,0.5402122384943335,0.6082596906277173,4.804780486404422,0.6623502231050671,5.73180368283354,0.7779290483587727,10.570203724013467,0.21661954213760848,1.043560338944964,1
319,8.1,551,7.523931016350728,0.5402058109978682,0.6082429859232857,4.8000300056016485,0.6626857985977244,5.734585392748075,0.7776272285187616,10.57352536682942,0.21596650195272815,1.0435254037159227,1
319,8.1,551,7.523951736444311,0.540199383501403,0.6082262812188541,4.795279524798875,0.6630213740903816,5.73736710266261,0.7773254086787504,10.576847009645373,0.21531346176784782,1.0434904684868815,1
319,8.1,551,7.523972456537893,0.5401929560049377,0.6082095765144225,4.790529043996102,0.6633569495830389,5.740148812577145,0.7770235888387393,10.580168652461325,0.2146604215829675,1.0434555332578406,1
319,8.1,551,7.5239931766314765,0.5401865285084724,0.6081928718099909,4.785778563193329,0.6636925250756962,5.74293052249168,0.7767217689987282,10.583490295277276,0.21400738139808717,1.0434205980287994,1
319,8.1,551,7.524013896725059,0.5401801010120072,0.6081761671055593,4.781028082390556,0.6640281005683535,5.745712232406214,0.7764199491587171,10.586811938093229,0.21335434121320684,1.0433856627997582,1
320,8.1,551,7.524034616818642,0.5401736735155419,0.6081594624011277,4.776277601587783,0.6643636760610108,5.748493942320749,0.7761181293187059,10.590133580909182,0.21270130102832652,1.0433507275707172,1
320,8.1,551,7.524055336912225,0.5401672460190766,0.6081427576966961,4.771527120785009,0.664699251553668,5.751275652235284,0.7758163094786948,10.593455223725133,0.2120482608434462,1.043315792341676,1
320,8.1,551,7.524076057005807,0.5401608185226113,0.6081260529922645,4.766776639982236,0.6650348270463253,5.754057362149819,0.7755144896386836,10.596776866541084,0.21139522065856586,1.0432808571126349,1
320,8.1,551,7.52409677709939,0.540154391026146,0.608109348287833,4.762026159179463,0.6653704025389826,5.756839072064354,0.7752126697986725,10.600098509357037,0.21074218047368554,1.0432459218835937,1
320,8.1,551,7.5241174971929725,0.5401479635296808,0.6080926435834014,4.75727567837669,0.6657059780316399,5.759620781978889,0.7749108499586614,10.60342015217299,0.2100891402888052,1.0432109866545527,1
320,8.1,551,7.524138217286556,0.5401415360332155,0.6080759388789698,4.752525197573917,0.6660415535242973,5.762402491893424,0.7746090301186503,10.606741794988942,0.20943610010392488,1.0431760514255115,1
320,8.1,551,7.524158937380139,0.5401351085367502,0.6080592341745382,4.7477747167711435,0.6663771290169546,5.765184201807958,0.7743072102786391,10.610063437804895,0.20878305991904456,1.0431411161964703,1
320,8.1,552,7.524179657473721,0.5401286810402849,0.6080425294701066,4.74302423596837,0.6667127045096118,5.767965911722493,0.7740053904386279,10.613385080620846,0.20813001973416423,1.0431061809674291,1
321,8.1,552,7.524200377567304,0.5401222535438196,0.608025824765675,4.738273755165597,0.6670482800022691,5.770747621637028,0.7737035705986168,10.616706723436799,0.2074769795492839,1.0430712457383882,1
321,8.1,552,7.524221097660887,0.5401158260473543,0.6080091200612434,4.733523274362825,0.6673838554949265,5.773529331551563,0.7734017507586057,10.62002836625275,0.20682393936440358,1.043036310509347,1
321,8.1,552,7.524241817754469,0.540109398550889,0.6079924153568118,4.728772793560052,0.6677194309875838,5.776311041466098,0.7730999309185946,10.623350009068703,0.20617089917952325,1.0430013752803058,1
321,8.1,552,7.5242625378480525,0.5401029710544237,0.6079757106523802,4.7240223127572785,0.6680550064802411,5.779092751380634,0.7727981110785835,10.626671651884656,0.20551785899464292,1.0429664400512646,1
321,8.1,552,7.524283257941635,0.5400965435579584,0.6079590059479486,4.719271831954505,0.6683905819728984,5.7818744612951685,0.7724962912385723,10.629993294700608,0.2048648188097626,1.0429315048222236,1
321,8.1,552,7.524303978035218,0.5400901160614932,0.607942301243517,4.714521351151732,0.6687261574655556,5.784656171209703,0.7721944713985611,10.633314937516559,0.20421177862488227,1.0428965695931824,1
321,8.1,552,7.524324698128801,0.5400836885650279,0.6079255965390855,4.709770870348959,0.6690617329582129,5.787437881124238,0.77189265155855,10.636636580332512,0.20355873844000194,1.0428616343641413,1
321,8.1,552,7.524345418222383,0.5400772610685626,0.6079088918346539,4.705020389546186,0.6693973084508702,5.790219591038773,0.7715908317185389,10.639958223148465,0.2029056982551215,1.0428266991351003,1
322,8.1,552,7.524366138315966,0.5400708335720973,0.6078921871302223,4.7002699087434126,0.6697328839435275,5.793001300953308,0.7712890118785278,10.643279865964416,0.20225265807024118,1.042791763906059,1
322,8.1,552,7.524386858409549,0.540064406075632,0.6078754824257907,4.695519427940639,0.6700684594361848,5.795783010867843,0.7709871920385167,10.646601508780368,0.20159961788536085,1.042756828677018,1
322,8.1,552,7.524407578503132,0.5400579785791667,0.6078587777213591,4.690768947137866,0.670404034928842,5.7985647207823785,0.7706853721985055,10.64992315159632,0.20094657770048052,1.0427218934479767,1
322,8.1,553,7.524428298596715,0.5400515510827014,0.6078420730169275,4.686018466335093,0.6707396104214993,5.801346430696913,0.7703835523584943,10.653244794412274,0.2002935375156002,1.0426869582189358,1
322,8.1,553,7.524449018690297,0.5400451235862361,0.6078253683124959,4.68126798553232,0.6710751859141566,5.804128140611448,0.7700817325184832,10.656566437228225,0.19964049733071987,1.0426520229898946,1
322,8.1,553,7.52446973878388,0.540038696089771,0.6078086636080643,4.676517504729547,0.671410761406814,5.806909850525983,0.7697799126784721,10.659888080044178,0.19898745714583954,1.0426170877608534,1
322,8.1,553,7.524490458877462,0.5400322685933057,0.6077919589036327,4.6717670239267735,0.6717463368994713,5.809691560440518,0.769478092838461,10.66320972286013,0.19833441696095921,1.0425821525318124,1
322,8.1,553,7.5245111789710455,0.5400258410968404,0.6077752541992012,4.667016543124,0.6720819123921286,5.812473270355053,0.7691762729984498,10.666531365676082,0.1976813767760789,1.0425472173027712,1
323,8.1,553,7.524531899064629,0.5400194136003751,0.6077585494947696,4.662266062321227,0.6724174878847858,5.815254980269588,0.7688744531584387,10.669853008492034,0.19702833659119856,1.04251228207373,1
323,8.1,553,7.524552619158211,0.5400129861039098,0.607741844790338,4.657515581518454,0.6727530633774432,5.8180366901841225,0.7685726333184275,10.673174651307987,0.19637529640631823,1.0424773468446888,1
323,8.1,553,7.524573339251794,0.5400065586074445,0.6077251400859064,4.652765100715681,0.6730886388701005,5.820818400098657,0.7682708134784164,10.67649629412394,0.1957222562214379,1.0424424116156479,1
323,8.1,553,7.524594059345377,0.5400001311109792,0.6077084353814748,4.648014619912908,0.6734242143627578,5.823600110013192,0.7679689936384053,10.679817936939891,0.19506921603655758,1.0424074763866067,1
323,8.1,553,7.524614779438959,0.5399937036145139,0.6076917306770432,4.643264139110135,0.6737597898554151,5.826381819927727,0.7676671737983942,10.683139579755842,0.19441617585167725,1.0423725411575655,1
323,8.1,553,7.524635499532542,0.5399872761180486,0.6076750259726116,4.638513658307362,0.6740953653480724,5.829163529842262,0.767365353958383,10.686461222571795,0.19376313566679693,1.0423376059285243,1
323,8.1,554,7.524656219626125,0.5399808486215834,0.60765832126818,4.633763177504589,0.6744309408407296,5.831945239756797,0.7670635341183719,10.689782865387748,0.1931100954819166,1.0423026706994833,1
323,8.1,554,7.524676939719708,0.5399744211251181,0.6076416165637484,4.629012696701816,0.6747665163333869,5.834726949671332,0.7667617142783607,10.6931045082037,0.19245705529703627,1.0422677354704422,1
324,8.1,554,7.524697659813291,0.5399679936286528,0.6076249118593168,4.6242622158990425,0.6751020918260442,5.8375086595858665,0.7664598944383496,10.696426151019653,0.19180401511215595,1.042232800241401,1
324,8.1,554,7.524718379906873,0.5399615661321875,0.6076082071548853,4.619511735096269,0.6754376673187015,5.840290369500401,0.7661580745983385,10.699747793835604,0.19115097492727562,1.0421978650123598,1
324,8.1,554,7.524739100000456,0.5399551386357222,0.6075915024504537,4.614761254293496,0.6757732428113588,5.843072079414936,0.7658562547583274,10.703069436651557,0.1904979347423953,1.0421629297833188,1
324,8.1,554,7.524759820094038,0.5399487111392569,0.6075747977460221,4.610010773490723,0.676108818304016,5.845853789329471,0.7655544349183162,10.706391079467508,0.18984489455751496,1.0421279945542776,1
324,8.1,554,7.5247805401876215,0.5399422836427916,0.6075580930415905,4.60526029268795,0.6764443937966733,5.848635499244006,0.7652526150783051,10.709712722283461,0.18919185437263464,1.0420930593252364,1
324,8.1,554,7.524801260281205,0.5399358561463263,0.6075413883371589,4.600509811885177,0.6767799692893307,5.851417209158541,0.7649507952382939,10.713034365099412,0.1885388141877543,1.0420581240961955,1
324,8.1,554,7.524821980374787,0.539929428649861,0.6075246836327273,4.595759331082403,0.677115544781988,5.854198919073076,0.7646489753982828,10.716356007915365,0.18788577400287398,1.0420231888671543,1
324,8.1,554,7.52484270046837,0.5399230011533958,0.6075079789282957,4.59100885027963,0.6774511202746453,5.8569806289876105,0.7643471555582717,10.719677650731317,0.18723273381799366,1.041988253638113,1
325,8.1,554,7.524863420561952,0.5399165736569305,0.6074912742238641,4.586258369476857,0.6777866957673025,5.859762338902145,0.7640453357182606,10.72299929354727,0.18657969363311333,1.041953318409072,1
325,8.1,554,7.524884140655535,0.5399101461604652,0.6074745695194325,4.581507888674084,0.6781222712599599,5.862544048816681,0.7637435158782494,10.726320936363223,0.185926653448233,1.041918383180031,1
325,8.1,555,7.5249048607491185,0.5399037186639999,0.6074578648150009,4.576757407871311,0.6784578467526172,5.865325758731216,0.7634416960382382,10.729642579179174,0.18527361326335268,1.0418834479509897,1
325,8.1,555,7.524925580842701,0.5398972911675347,0.6074411601105694,4.5720069270685375,0.6787934222452745,5.868107468645751,0.7631398761982271,10.732964221995125,0.18462057307847235,1.0418485127219486,1
325,8.1,555,7.524946300936284,0.5398908636710694,0.6074244554061378,4.567256446265764,0.6791289977379318,5.870889178560286,0.762838056358216,10.736285864811078,0.18396753289359202,1.0418135774929076,1
325,8.1,555,7.524967021029867,0.5398844361746041,0.6074077507017062,4.562505965462992,0.6794645732305891,5.8736708884748206,0.7625362365182049,10.739607507627031,0.18331449270871158,1.0417786422638664,1
325,8.1,555,7.524987741123449,0.5398780086781388,0.6073910459972746,4.557755484660219,0.6798001487232463,5.876452598389355,0.7622344166781938,10.742929150442983,0.18266145252383126,1.0417437070348252,1
325,8.1,555,7.525008461217032,0.5398715811816736,0.607374341292843,4.553005003857446,0.6801357242159036,5.87923430830389,0.7619325968381826,10.746250793258936,0.18200841233895093,1.041708771805784,1
326,8.1,555,7.5250291813106145,0.5398651536852083,0.6073576365884114,4.5482545230546725,0.6804712997085609,5.882016018218426,0.7616307769981714,10.749572436074887,0.1813553721540706,1.041673836576743,1
326,8.1,555,7.525049901404198,0.539858726188743,0.6073409318839798,4.543504042251899,0.6808068752012182,5.884797728132961,0.7613289571581603,10.75289407889084,0.18070233196919028,1.0416389013477019,1
326,8.1,555,7.525070621497781,0.5398522986922777,0.6073242271795481,4.538753561449126,0.6811424506938755,5.887579438047496,0.7610271373181492,10.756215721706791,0.18004929178430995,1.0416039661186607,1
326,8.1,555,7.525091341591363,0.5398458711958124,0.6073075224751165,4.534003080646353,0.6814780261865327,5.890361147962031,0.7607253174781381,10.759537364522744,0.17939625159942962,1.0415690308896195,1
326,8.1,555,7.525112061684946,0.5398394436993471,0.6072908177706849,4.52925259984358,0.6818136016791901,5.893142857876565,0.760423497638127,10.762859007338696,0.1787432114145493,1.0415340956605785,1
326,8.1,556,7.525132781778528,0.5398330162028818,0.6072741130662535,4.524502119040807,0.6821491771718474,5.8959245677911,0.7601216777981158,10.766180650154649,0.17809017122966897,1.0414991604315373,1
326,8.1,556,7.525153501872111,0.5398265887064165,0.6072574083618218,4.519751638238033,0.6824847526645047,5.898706277705635,0.7598198579581046,10.7695022929706,0.17743713104478864,1.0414642252024962,1
326,8.1,556,7.5251742219656945,0.5398201612099512,0.6072407036573902,4.51500115743526,0.682820328157162,5.90148798762017,0.7595180381180935,10.772823935786553,0.17678409085990832,1.041429289973455,1
327,8.1,556,7.525194942059277,0.539813733713486,0.6072239989529586,4.510250676632487,0.6831559036498194,5.904269697534705,0.7592162182780824,10.776145578602506,0.176131050675028,1.041394354744414,1
327,8.1,556,7.52521566215286,0.5398073062170207,0.607207294248527,4.505500195829714,0.6834914791424767,5.90705140744924,0.7589143984380713,10.779467221418457,0.17547801049014766,1.0413594195153728,1
327,8.1,556,7.525236382246442,0.5398008787205554,0.6071905895440954,4.500749715026941,0.6838270546351339,5.909833117363775,0.7586125785980601,10.782788864234409,0.17482497030526734,1.0413244842863316,1
327,8.1,556,7.525257102340025,0.5397944512240901,0.6071738848396638,4.4959992342241675,0.6841626301277912,5.9126148272783094,0.758310758758049,10.786110507050362,0.174171930120387,1.0412895490572907,1
327,8.1,556,7.525277822433608,0.5397880237276248,0.6071571801352322,4.491248753421394,0.6844982056204485,5.915396537192844,0.7580089389180378,10.789432149866315,0.17351888993550668,1.0412546138282495,1
327,8.1,556,7.5252985425271905,0.5397815962311595,0.6071404754308006,4.486498272618621,0.6848337811131058,5.918178247107379,0.7577071190780267,10.792753792682266,0.17286584975062635,1.0412196785992083,1
327,8.1,556,7.525319262620774,0.5397751687346942,0.607123770726369,4.481747791815848,0.6851693566057631,5.920959957021914,0.7574052992380156,10.796075435498219,0.17221280956574603,1.041184743370167,1
327,8.1,556,7.525339982714357,0.5397687412382289,0.6071070660219375,4.476997311013076,0.6855049320984203,5.923741666936449,0.7571034793980045,10.79939707831417,0.1715597693808657,1.0411498081411261,1
328,8.1,556,7.525360702807939,0.5397623137417636,0.6070903613175059,4.4722468302103024,0.6858405075910776,5.926523376850984,0.7568016595579933,10.802718721130123,0.17090672919598537,1.041114872912085,1
328,8.1,557,7.525381422901522,0.5397558862452985,0.6070736566130743,4.467496349407529,0.6861760830837349,5.929305086765519,0.7564998397179822,10.806040363946074,0.17025368901110505,1.0410799376830437,1
328,8.1,557,7.525402142995104,0.5397494587488332,0.6070569519086427,4.462745868604756,0.6865116585763922,5.9320867966800535,0.756198019877971,10.809362006762028,0.16960064882622472,1.0410450024540028,1
328,8.1,557,7.5254228630886875,0.5397430312523679,0.6070402472042111,4.457995387801983,0.6868472340690495,5.934868506594588,0.7558962000379599,10.812683649577979,0.1689476086413444,1.0410100672249616,1
328,8.1,557,7.525443583182271,0.5397366037559026,0.6070235424997795,4.45324490699921,0.6871828095617069,5.937650216509123,0.7555943801979488,10.816005292393932,0.16829456845646407,1.0409751319959204,1
328,8.1,557,7.525464303275853,0.5397301762594373,0.6070068377953479,4.4484944261964365,0.6875183850543641,5.940431926423658,0.7552925603579377,10.819326935209883,0.16764152827158374,1.0409401967668792,1
328,8.1,557,7.525485023369436,0.539723748762972,0.6069901330909163,4.443743945393663,0.6878539605470214,5.943213636338193,0.7549907405179265,10.822648578025836,0.1669884880867034,1.0409052615378382,1
328,8.1,557,7.525505743463018,0.5397173212665067,0.6069734283864847,4.43899346459089,0.6881895360396787,5.945995346252729,0.7546889206779153,10.82597022084179,0.16633544790182309,1.040870326308797,1
329,8.1,557,7.525526463556601,0.5397108937700414,0.6069567236820531,4.434242983788117,0.6885251115323361,5.9487770561672635,0.7543871008379042,10.82929186365774,0.16568240771694276,1.0408353910797559,1
329,8.1,557,7.525547183650184,0.5397044662735762,0.6069400189776216,4.429492502985344,0.6888606870249934,5.951558766081798,0.7540852809978931,10.832613506473692,0.16502936753206243,1.0408004558507147,1
329,8.1,557,7.525567903743767,0.5396980387771109,0.60692331427319,4.424742022182571,0.6891962625176506,5.954340475996333,0.753783461157882,10.835935149289645,0.1643763273471821,1.0407655206216737,1
329,8.1,557,7.52558862383735,0.5396916112806456,0.6069066095687584,4.419991541379797,0.6895318380103079,5.957122185910868,0.7534816413178709,10.839256792105598,0.16372328716230167,1.0407305853926325,1
329,8.1,557,7.525609343930932,0.5396851837841803,0.6068899048643268,4.415241060577024,0.6898674135029652,5.959903895825403,0.7531798214778597,10.842578434921549,0.16307024697742134,1.0406956501635913,1
329,8.1,558,7.525630064024515,0.539678756287715,0.6068732001598952,4.410490579774251,0.6902029889956225,5.962685605739938,0.7528780016378485,10.845900077737502,0.162417206792541,1.0406607149345501,1
329,8.1,558,7.525650784118098,0.5396723287912497,0.6068564954554636,4.405740098971478,0.6905385644882798,5.965467315654473,0.7525761817978374,10.849221720553453,0.1617641666076607,1.0406257797055092,1
329,8.1,558,7.52567150421168,0.5396659012947844,0.606839790751032,4.400989618168705,0.690874139980937,5.968249025569008,0.7522743619578263,10.852543363369406,0.16111112642278036,1.040590844476468,1
330,8.1,558,7.5256922243052635,0.5396594737983191,0.6068230860466004,4.3962391373659315,0.6912097154735943,5.971030735483543,0.7519725421178152,10.855865006185358,0.16045808623790003,1.0405559092474268,1
330,8.1,558,7.525712944398846,0.5396530463018538,0.6068063813421688,4.391488656563158,0.6915452909662516,5.973812445398078,0.7516707222778041,10.85918664900131,0.1598050460530197,1.0405209740183858,1
330,8.1,558,7.525733664492429,0.5396466188053886,0.6067896766377372,4.386738175760386,0.6918808664589089,5.976594155312613,0.7513689024377929,10.862508291817264,0.15915200586813938,1.0404860387893446,1
330,8.1,558,7.525754384586012,0.5396401913089233,0.6067729719333057,4.381987694957613,0.6922164419515662,5.979375865227148,0.7510670825977817,10.865829934633215,0.15849896568325905,1.0404511035603035,1
330,8.1,558,7.525775104679594,0.539633763812458,0.6067562672288741,4.37723721415484,0.6925520174442236,5.982157575141683,0.7507652627577706,10.869151577449166,0.15784592549837873,1.0404161683312623,1
330,8.1,558,7.525795824773177,0.5396273363159927,0.6067395625244425,4.3724867333520665,0.6928875929368808,5.9849392850562175,0.7504634429177595,10.87247322026512,0.1571928853134984,1.0403812331022213,1
330,8.1,558,7.52581654486676,0.5396209088195274,0.6067228578200109,4.367736252549293,0.6932231684295381,5.987720994970752,0.7501616230777484,10.875794863081072,0.15653984512861807,1.0403462978731801,1
330,8.1,558,7.525837264960343,0.5396144813230622,0.6067061531155793,4.36298577174652,0.6935587439221955,5.990502704885287,0.7498598032377372,10.879116505897024,0.15588680494373774,1.040311362644139,1
331,8.1,559,7.525857985053926,0.5396080538265969,0.6066894484111477,4.358235290943747,0.6938943194148528,5.993284414799822,0.7495579833977261,10.882438148712975,0.15523376475885742,1.040276427415098,1
331,8.1,559,7.525878705147508,0.5396016263301316,0.6066727437067161,4.353484810140974,0.6942298949075101,5.996066124714357,0.7492561635577148,10.885759791528928,0.1545807245739771,1.0402414921860568,1
331,8.1,559,7.525899425241091,0.5395951988336664,0.6066560390022845,4.348734329338201,0.6945654704001674,5.998847834628892,0.7489543437177038,10.889081434344881,0.15392768438909676,1.0402065569570156,1
331,8.1,559,7.525920145334674,0.5395887713372011,0.6066393342978529,4.343983848535427,0.6949010458928246,6.001629544543427,0.7486525238776927,10.892403077160832,0.15327464420421644,1.0401716217279744,1
331,8.1,559,7.5259408654282565,0.5395823438407358,0.6066226295934213,4.339233367732654,0.6952366213854819,6.0044112544579615,0.7483507040376816,10.895724719976785,0.1526216040193361,1.0401366864989334,1
331,8.1,559,7.52596158552184,0.5395759163442705,0.6066059248889898,4.334482886929881,0.6955721968781392,6.007192964372496,0.7480488841976703,10.899046362792737,0.15196856383445578,1.0401017512698922,1
331,8.1,559,7.525982305615422,0.5395694888478052,0.6065892201845582,4.329732406127108,0.6959077723707965,6.009974674287031,0.7477470643576593,10.90236800560869,0.15131552364957546,1.040066816040851,1
331,8.1,559,7.526003025709005,0.5395630613513399,0.6065725154801266,4.324981925324335,0.6962433478634538,6.012756384201566,0.747445244517648,10.90568964842464,0.15066248346469513,1.0400318808118099,1
332,8.1,559,7.526023745802588,0.5395566338548746,0.606555810775695,4.3202314445215615,0.696578923356111,6.015538094116101,0.747143424677637,10.909011291240594,0.1500094432798148,1.039996945582769,1
332,8.1,559,7.52604446589617,0.5395502063584093,0.6065391060712634,4.315480963718788,0.6969144988487683,6.018319804030636,0.7468416048376258,10.912332934056547,0.14935640309493448,1.0399620103537277,1
332,8.1,559,7.526065185989753,0.539543778861944,0.6065224013668318,4.310730482916015,0.6972500743414256,6.021101513945171,0.7465397849976148,10.915654576872498,0.14870336291005415,1.0399270751246865,1
332,8.1,559,7.526085906083336,0.5395373513654788,0.6065056966624002,4.305980002113242,0.697585649834083,6.0238832238597055,0.7462379651576035,10.91897621968845,0.14805032272517382,1.0398921398956453,1
332,8.1,560,7.526106626176919,0.5395309238690135,0.6064889919579686,4.30122952131047,0.6979212253267403,6.02666493377424,0.7459361453175923,10.922297862504402,0.1473972825402935,1.0398572046666044,1
332,8.1,560,7.526127346270502,0.5395244963725482,0.606472287253537,4.2964790405076965,0.6982568008193976,6.029446643688776,0.7456343254775812,10.925619505320356,0.14674424235541317,1.0398222694375632,1
332,8.1,560,7.526148066364084,0.5395180688760829,0.6064555825491054,4.291728559704923,0.6985923763120548,6.032228353603311,0.7453325056375701,10.928941148136307,0.14609120217053284,1.039787334208522,1
332,8.1,560,7.526168786457667,0.5395116413796176,0.6064388778446739,4.28697807890215,0.6989279518047122,6.035010063517846,0.745030685797559,10.932262790952258,0.14543816198565251,1.039752398979481,1
333,8.1,560,7.52618950655125,0.5395052138831523,0.6064221731402423,4.282227598099377,0.6992635272973695,6.037791773432381,0.744728865957548,10.935584433768211,0.1447851218007722,1.0397174637504398,1
333,8.1,560,7.5262102266448325,0.539498786386687,0.6064054684358107,4.277477117296604,0.6995991027900268,6.040573483346916,0.7444270461175367,10.938906076584164,0.14413208161589175,1.0396825285213986,1
333,8.1,560,7.526230946738416,0.5394923588902217,0.6063887637313791,4.2727266364938306,0.6999346782826841,6.04335519326145,0.7441252262775255,10.942227719400115,0.14347904143101142,1.0396475932923575,1
333,8.1,560,7.526251666831998,0.5394859313937564,0.6063720590269475,4.267976155691057,0.7002702537753414,6.046136903175985,0.7438234064375144,10.945549362216068,0.1428260012461311,1.0396126580633165,1
333,8.1,560,7.526272386925581,0.5394795038972912,0.6063553543225159,4.263225674888284,0.7006058292679986,6.04891861309052,0.7435215865975033,10.94887100503202,0.14217296106125077,1.0395777228342753,1
333,8.1,560,7.526293107019164,0.539473076400826,0.6063386496180843,4.258475194085511,0.7009414047606559,6.051700323005056,0.7432197667574922,10.952192647847973,0.14151992087637044,1.039542787605234,1
333,8.1,560,7.526313827112746,0.5394666489043607,0.6063219449136527,4.253724713282738,0.7012769802533132,6.054482032919591,0.7429179469174811,10.955514290663924,0.14086688069149012,1.0395078523761931,1
333,8.1,560,7.526334547206329,0.5394602214078954,0.606305240209221,4.248974232479965,0.7016125557459705,6.057263742834126,0.7426161270774699,10.958835933479877,0.1402138405066098,1.039472917147152,1
334,8.1,561,7.526355267299912,0.5394537939114301,0.6062885355047894,4.2442237516771915,0.7019481312386278,6.0600454527486605,0.7423143072374587,10.96215757629583,0.13956080032172946,1.0394379819181108,1
334,8.1,561,7.526375987393495,0.5394473664149648,0.606271830800358,4.239473270874418,0.702283706731285,6.062827162663195,0.7420124873974476,10.965479219111781,0.13890776013684913,1.0394030466890696,1
334,8.1,561,7.526396707487078,0.5394409389184995,0.6062551260959264,4.234722790071645,0.7026192822239423,6.06560887257773,0.7417106675574365,10.968800861927733,0.1382547199519688,1.0393681114600286,1
334,8.1,561,7.52641742758066,0.5394345114220342,0.6062384213914948,4.229972309268872,0.7029548577165997,6.068390582492265,0.7414088477174254,10.972122504743686,0.13760167976708848,1.0393331762309874,1
334,8.1,561,7.526438147674243,0.539428083925569,0.6062217166870632,4.225221828466099,0.703290433209257,6.0711722924068,0.7411070278774142,10.975444147559639,0.13694863958220815,1.0392982410019462,1
334,8.1,561,7.5264588677678255,0.5394216564291037,0.6062050119826315,4.2204713476633255,0.7036260087019143,6.073954002321335,0.7408052080374031,10.97876579037559,0.13629559939732783,1.039263305772905,1
